swagger-api-swagger-core-390509591, 2018-06-10T21:57:24Z, Reproducible
thm-projects-arsnova-backend-343416327, 2018-02-19T23:08:34Z, Reproducible
SonarSource-sonar-java-297969404, 2017-11-06T13:11:39Z, Reproducible
brettwooldridge-HikariCP-446093147, 2018-10-25T16:23:13Z, Reproducible
Adobe-Consulting-Services-acs-aem-commons-461893216, 2018-11-30T19:37:31Z, Reproducible
SynBioDex-libSBOLj-109899408, 2016-02-17T17:04:12Z, Reproducible
pgjdbc-pgjdbc-549133347, 2019-06-24T08:30:39Z, Reproducible
ontop-ontop-475275870, 2019-01-08T10:22:19Z, Reproducible
joyent-java-manta-476591899, 2019-01-07T23:59:29Z, Reproducible
joel-costigliola-assertj-core-547866283, 2019-06-19T19:05:25Z, Reproducible
apache-jackrabbit-oak-337535542, 2018-02-05T13:31:59Z, Reproducible
apache-jackrabbit-oak-293747830, 2017-10-27T15:50:06Z, Reproducible
graphhopper-graphhopper-210124629, 2017-03-15T17:29:42Z, Reproducible
apache-incubator-shardingsphere-250416678, 2017-07-05T16:08:28Z, Reproducible
apache-incubator-shardingsphere-258496857, 2017-07-28T10:17:25Z, Reproducible
apache-incubator-shardingsphere-259221979, 2017-07-31T02:30:07Z, Reproducible
speedment-speedment-495541641, 2019-02-19T17:14:16Z, Reproducible
mitreid-connect-OpenID-Connect-Java-Spring-Server-358117230, 2018-04-04T16:10:28Z, Reproducible
IQSS-dataverse-402758963, 2018-07-11T17:26:09Z, Reproducible
IQSS-dataverse-443683466, 2018-10-19T13:03:44Z, Reproducible
ibissource-iaf-607116359, 2019-11-04T16:04:59Z, Reproducible
ibissource-iaf-612418518, 2019-11-15T16:24:18Z, Reproducible
OpenTSDB-opentsdb-706287386, 2020-07-08T19:39:41Z, Reproducible
ibissource-iaf-692484614, 2020-05-29T09:50:34Z, Reproducible
apache-maven-12749443626, 2023-04-14T11:36:25Z, Reproducible
broadinstitute-picard-14294971046, 2023-06-15T15:41:33Z, Reproducible
JabRef-jabref-10036120120, 2022-12-12T13:40:58Z, Reproducible
JabRef-jabref-13078638558, 2023-04-27T18:16:07Z, Reproducible
UniversalMediaServer-UniversalMediaServer-10401542894, 2023-01-04T20:50:36Z, Reproducible
puniverse-capsule-48811097, 2015-01-29T20:54:12Z, Reproducible
dromara-hertzbeat-11790774697, 2023-03-06T14:46:33Z, Reproducible
dromara-hertzbeat-12301236870, 2023-03-27T14:07:31Z, Reproducible
dromara-hertzbeat-12941625384, 2023-04-22T08:39:28Z, Reproducible
mybatis-mybatis-3-117115624, 2016-03-19T15:26:30Z, Reproducible
stagemonitor-stagemonitor-131378908, 2016-05-19T12:02:57Z, Reproducible
dromara-hertzbeat-15387582023, 2023-07-27T09:29:55Z, Reproducible
dromara-hertzbeat-15447057348, 2023-07-29T05:54:19Z, Reproducible
dromara-hertzbeat-15680263315, 2023-08-08T02:37:52Z, Reproducible
apache-maven-16526228433, 2023-09-07T11:19:06Z, Reproducible
NitorCreations-nflow-197273853, 2017-02-01T12:06:28Z, Reproducible
NitorCreations-nflow-197273837, 2017-02-01T12:06:28Z, Reproducible
openpnp-openpnp-125418519, 2016-04-24T19:20:09Z, Reproducible
dromara-hertzbeat-11779488839, 2023-03-14T01:10:45Z, Reproducible
dromara-hertzbeat-12135512865, 2023-03-21T01:51:33Z, Reproducible
dromara-hertzbeat-12624254643, 2023-04-10T03:14:34Z, Reproducible
graphql-java-graphql-java-16166237459, 2023-08-28T04:04:24Z, Reproducible
igniterealtime-Openfire-16438509468, 2023-09-02T09:06:31Z, Reproducible
openpnp-openpnp-213669200, 2017-03-22T02:01:13Z, Reproducible
square-okhttp-93618854, 2015-11-28T05:29:43Z, Reproducible
polarismesh-polaris-java-20954013161, 2024-01-29T07:47:19Z, Reproducible
OneBusAway-onebusaway-gtfs-modules-21018266842, 2024-01-30T13:36:34Z, Reproducible
hibernate-hibernate-orm-20866966972, 2024-01-25T16:37:24Z, Reproducible
hibernate-hibernate-orm-20908206448, 2024-01-29T11:06:19Z, Reproducible
Together-Java-TJ-Bot-20984057623, 2024-02-01T08:48:06Z, Reproducible
apache-commons-compress-20911279033, 2024-01-26T19:55:48Z, Reproducible
esaulpaugh-headlong-20707840716, 2024-01-22T00:18:54Z, Reproducible
gchq-Gaffer-20581963791, 2024-01-17T17:16:03Z, Reproducible
sfuhrm-radiobrowser4j-20281662813, 2024-01-08T23:25:01Z, Reproducible
eclipse-jnosql-20071093493, 2024-01-01T13:01:42Z, Reproducible
facebookincubator-CP4M-20877707609, 2024-01-25T21:12:43Z, Reproducible
openmrs-openmrs-module-fhir2-19550216477, 2023-12-12T10:18:16Z, Reproducible
NoahHsu-event-sourcing-order-poc-20697907823, 2024-01-21T08:45:00Z, Reproducible
TheJacksonLaboratory-LIRICAL-20009434674, 2023-12-28T16:38:28Z, Reproducible
dlsc-software-consulting-gmbh-jfxcentral2-21302701691, 2024-02-07T04:48:58Z, Reproducible
jxlsteam-jxls-19888076821, 2023-12-22T10:44:50Z, Reproducible
SonarSource-sonar-php-206563528, 2017-03-01T14:17:00Z, Reproducible
SonarSource-sonarlint-intellij-401771085, 2018-07-09T14:18:31Z, Reproducible
sofastack-sofa-ark-20728877093, 2024-01-22T13:56:05Z, Reproducible
alibaba-transmittable-thread-local-19936572480, 2023-12-25T04:33:11Z, Reproducible
apache-servicecomb-java-chassis-19671447070, 2023-12-15T08:49:51Z, Reproducible
sofastack-sofa-ark-19126947510, 2023-11-30T07:21:24Z, Reproducible
equinor-neqsim-21672227830, 2024-02-16T21:50:19Z, Reproducible
equinor-neqsim-22831042636, 2024-03-19T13:10:15Z, Reproducible
gchq-Gaffer-22782469780, 2024-03-18T17:25:26Z, Reproducible
polarismesh-polaris-java-22228831197, 2024-03-04T02:48:48Z, Reproducible
razorpay-razorpay-java-23094050682, 2024-03-29T11:19:02Z, Reproducible
apache-maven-24423934371, 2024-04-30T12:38:40Z, Reproducible
apache-maven-27264685111, 2024-07-10T11:59:28Z, Reproducible
cloudfoundry-uaa-26356473827, 2024-06-18T09:27:53Z, Reproducible
fabric8io-docker-maven-plugin-26424845764, 2024-06-19T14:22:25Z, Reproducible
mageddo-dns-proxy-server-25670030569, 2024-05-31T21:31:43Z, Reproducible
mcMMO-Dev-mcMMO-25395110912, 2024-05-24T20:07:45Z, Reproducible
petergeneric-stdlib-290369132, 2017-10-20T09:37:10Z, Reproducible
petergeneric-stdlib-292030904, 2017-10-24T11:45:53Z, Reproducible
Adobe-Consulting-Services-acs-aem-commons-315891916, 2017-12-13T18:18:48Z, Reproducible
SonarSource-sonar-java-297969373, 2017-11-06T13:11:39Z, Reproducible
SonarSource-sonar-java-352869832, 2018-03-13T15:12:45Z, Reproducible
SonarSource-sonar-java-382233209, 2018-05-25T08:54:34Z, Reproducible
brianfrankcooper-YCSB-334968079, 2018-01-30T01:35:07Z, Reproducible
swagger-api-swagger-core-395465873, 2018-06-23T21:20:18Z, Reproducible
SynBioDex-libSBOLj-88851754, 2015-11-02T20:20:29Z, Reproducible
apache-jackrabbit-oak-290323369, 2017-10-20T11:44:54Z, Reproducible
apache-jackrabbit-oak-293744004, 2017-10-29T15:27:06Z, Reproducible
brianfrankcooper-YCSB-394573389, 2018-06-20T13:59:27Z, Reproducible
graphhopper-graphhopper-221837923, 2017-04-13T18:48:50Z, Reproducible
qupath-qupath-9341239974, 2022-11-07T17:08:05Z, Reproducible
apache-shardingsphere-10274807843, 2022-12-23T13:54:38Z, Reproducible
apache-iceberg-11761392364, 2023-03-04T09:26:34Z, Reproducible
traccar-traccar-9287925064, 2022-11-04T03:30:00Z, Reproducible
apache-maven-30385061433, 2024-09-19T15:51:45Z, Reproducible
cloudfoundry-uaa-27993756382, 2024-07-27T09:30:43Z, Reproducible
dromara-dynamic-tp-29819213533, 2024-09-08T12:59:24Z, Reproducible
SeaOfNodes-Simple-27875703767, 2024-07-24T18:45:22Z, Reproducible
weibocom-rill-flow-28548989194, 2024-08-09T03:11:50Z, Reproducible
weibocom-rill-flow-30302526202, 2024-09-18T08:14:54Z, Reproducible
matsim-org-matsim-libs-30589560245, 2024-09-24T14:27:17Z, Reproducible
Hakky54-log-captor-33109394083, 2024-11-17T23:29:44Z, Reproducible
hyperledger-besu-32525949902, 2024-11-05T10:37:55Z, Reproducible
cloudfoundry-uaa-35214130414, 2025-01-06T18:57:13Z, Reproducible
iBotPeaches-Apktool-34593156831, 2024-12-18T14:05:03Z, Reproducible
matsim-org-matsim-libs-33422678866, 2024-11-23T14:51:20Z, Reproducible
matsim-org-matsim-libs-33870371485, 2024-12-03T19:37:42Z, Reproducible
miso-lims-miso-lims-33558827966, 2024-11-26T18:45:04Z, Reproducible
stleary-JSON-java-35340234971, 2025-01-08T22:03:27Z, Reproducible
REAndroid-ARSCLib-33482778413, 2024-11-25T14:40:32Z, Reproducible
apache-datasketches-memory-32687863919, 2024-11-08T00:12:02Z, Reproducible
apache-tsfile-35355814144, 2025-01-09T08:12:59Z, Reproducible
ReaJason-MemShellParty-35816070397, 2025-01-18T12:14:47Z, Reproducible
panic08-funpay4j-33499337932, 2024-11-25T19:27:55Z, Reproducible
1c-syntax-bsl-language-server-35837972896, 2025-01-19T13:59:24Z, Reproducible
1c-syntax-bsl-language-server-35837995024, 2025-01-19T13:59:24Z, Reproducible
matsim-org-matsim-libs-36187706813, 2025-01-26T15:49:31Z, Reproducible
