apache-jackrabbit-oak-337535542,2018-01-05,Reproducible
apache-jackrabbit-oak-293747830,2017-01-27,Reproducible
graphhopper-graphhopper-210124629,2017-01-15,Reproducible
apache-incubator-shardingsphere-250416678,2017-01-05,Reproducible
apache-incubator-shardingsphere-259221979,2017-01-31,Reproducible
speedment-speedment-495541641,2019-01-19,Reproducible
mitreid-connect-OpenID-Connect-Java-Spring-Server-358117230,2018-01-04,Reproducible
IQSS-dataverse-402758963,2018-01-11,Reproducible
IQSS-dataverse-443683466,2018-01-19,Reproducible
ibissource-iaf-607116359,2019-01-04,Reproducible
ibissource-iaf-612418518,2019-01-15,Reproducible
OpenTSDB-opentsdb-706287386,2020-01-08,Reproducible
ibissource-iaf-692484614,2020-01-29,Reproducible
apache-maven-12749443626,2023-01-14,Reproducible
broadinstitute-picard-14294971046,2023-01-15,Reproducible
JabRef-jabref-10036120120,2022-01-12,Reproducible
JabRef-jabref-13078638558,2023-01-27,Reproducible
UniversalMediaServer-UniversalMediaServer-10401542894,2023-01-04,Reproducible
puniverse-capsule-48811097,2015-01-29,Reproducible
dromara-hertzbeat-11790774697,2023-01-06,Reproducible
dromara-hertzbeat-12941625384,2023-01-22,Reproducible
mybatis-mybatis-3-117115624,2016-01-19,Reproducible
stagemonitor-stagemonitor-131378908,2016-01-19,Reproducible
dromara-hertzbeat-15387582023,2023-01-27,Reproducible
dromara-hertzbeat-15447057348,2023-01-29,Reproducible
dromara-hertzbeat-15680263315,2023-01-08,Reproducible
apache-maven-16526228433,2023-01-07,Reproducible
NitorCreations-nflow-197273853,2017-01-01,Reproducible
NitorCreations-nflow-197273837,2017-01-01,Reproducible
dromara-hertzbeat-12135512865,2023-01-21,Reproducible
dromara-hertzbeat-12624254643,2023-01-10,Reproducible
graphql-java-graphql-java-16166237459,2023-01-28,Reproducible
igniterealtime-Openfire-16438509468,2023-01-02,Reproducible
openpnp-openpnp-213669200,2017-01-22,Reproducible
square-okhttp-93618854,2015-01-28,Reproducible
polarismesh-polaris-java-20954013161,2024-01-29,Reproducible
OneBusAway-onebusaway-gtfs-modules-21018266842,2024-01-30,Reproducible
hibernate-hibernate-orm-20866966972,2024-01-25,Reproducible
hibernate-hibernate-orm-20908206448,2024-01-29,Reproducible
Together-Java-TJ-Bot-20984057623,2024-01-01,Reproducible
apache-commons-compress-20911279033,2024-01-26,Reproducible
esaulpaugh-headlong-20707840716,2024-01-22,Reproducible
gchq-Gaffer-20581963791,2024-01-17,Reproducible
sfuhrm-radiobrowser4j-20281662813,2024-01-08,Reproducible
eclipse-jnosql-20071093493,2024-01-01,Reproducible
facebookincubator-CP4M-20877707609,2024-01-25,Reproducible
openmrs-openmrs-module-fhir2-19550216477,2023-01-12,Reproducible
NoahHsu-event-sourcing-order-poc-20697907823,2024-01-21,Reproducible
TheJacksonLaboratory-LIRICAL-20009434674,2023-01-28,Reproducible
dlsc-software-consulting-gmbh-jfxcentral2-21302701691,2024-01-07,Reproducible
SonarSource-sonar-php-206563528,2017-01-01,Reproducible
SonarSource-sonarlint-intellij-401771085,2018-01-09,Reproducible
sofastack-sofa-ark-20728877093,2024-01-22,Reproducible
apache-servicecomb-java-chassis-19671447070,2023-01-15,Reproducible
equinor-neqsim-21672227830,2024-01-16,Reproducible
equinor-neqsim-22831042636,2024-01-19,Reproducible
gchq-Gaffer-22782469780,2024-01-18,Reproducible
polarismesh-polaris-java-22228831197,2024-01-04,Reproducible
razorpay-razorpay-java-23094050682,2024-01-29,Reproducible
apache-maven-24423934371,2024-01-30,Reproducible
apache-maven-27264685111,2024-01-10,Reproducible
cloudfoundry-uaa-26356473827,2024-01-18,Reproducible
fabric8io-docker-maven-plugin-26424845764,2024-01-19,Reproducible
mageddo-dns-proxy-server-25670030569,2024-01-31,Reproducible
mcMMO-Dev-mcMMO-25395110912,2024-01-24,Reproducible
petergeneric-stdlib-290369132,2017-01-20,Reproducible
petergeneric-stdlib-292030904,2017-01-24,Reproducible
Adobe-Consulting-Services-acs-aem-commons-315891916,2017-01-13,Reproducible
SonarSource-sonar-java-297969373,2017-01-06,Reproducible
SonarSource-sonar-java-352869832,2018-01-13,Reproducible
SonarSource-sonar-java-382233209,2018-01-25,Reproducible
brianfrankcooper-YCSB-334968079,2018-01-30,Reproducible
swagger-api-swagger-core-395465873,2018-01-23,Reproducible
SynBioDex-libSBOLj-88851754,2015-01-02,Reproducible
apache-jackrabbit-oak-290323369,2017-01-20,Reproducible
brianfrankcooper-YCSB-394573389,2018-01-20,Reproducible
graphhopper-graphhopper-221837923,2017-01-13,Reproducible
qupath-qupath-9341239974,2022-01-07,Reproducible
apache-shardingsphere-10274807843,2022-01-23,Reproducible
apache-iceberg-11761392364,2023-01-04,Reproducible
traccar-traccar-9287925064,2022-01-04,Reproducible
apache-maven-30385061433,2024-01-19,Reproducible
cloudfoundry-uaa-27993756382,2024-01-27,Reproducible
dromara-dynamic-tp-29819213533,2024-01-08,Reproducible
SeaOfNodes-Simple-27875703767,2024-01-24,Reproducible
weibocom-rill-flow-28548989194,2024-01-09,Reproducible
weibocom-rill-flow-30302526202,2024-01-18,Reproducible
matsim-org-matsim-libs-30589560245,2024-01-24,Reproducible
Hakky54-log-captor-33109394083,2024-01-17,Reproducible
hyperledger-besu-32525949902,2024-01-05,Reproducible
cloudfoundry-uaa-35214130414,2025-01-06,Reproducible
iBotPeaches-Apktool-34593156831,2024-01-18,Reproducible
matsim-org-matsim-libs-33422678866,2024-01-23,Reproducible
matsim-org-matsim-libs-33870371485,2024-01-03,Reproducible
miso-lims-miso-lims-33558827966,2024-01-26,Reproducible
stleary-JSON-java-35340234971,2025-01-08,Reproducible
REAndroid-ARSCLib-33482778413,2024-01-25,Reproducible
apache-datasketches-memory-32687863919,2024-01-08,Reproducible
apache-tsfile-35355814144,2025-01-09,Reproducible
ReaJason-MemShellParty-35816070397,2025-01-18,Reproducible
panic08-funpay4j-33499337932,2024-01-25,Reproducible
1c-syntax-bsl-language-server-35837972896,2025-01-19,Reproducible
1c-syntax-bsl-language-server-35837995024,2025-01-19,Reproducible
matsim-org-matsim-libs-36187706813,2025-01-26,Reproducible
fayder-restcountries-154683750,2016-01-24,Reproducible
fayder-restcountries-207869551,2017-01-05,Reproducible
fayder-restcountries-146970881,2016-01-24,Reproducible
charite-jannovar-146105695,2016-01-20,Reproducible
HubTurbo-HubTurbo-64373567,2015-01-28,Reproducible
HubTurbo-HubTurbo-64373562,2015-01-28,Reproducible
UNC-Libraries-Carolina-Digital-Repository-382144611,2018-01-22,Reproducible
pgjdbc-pgjdbc-549133347,2019-01-24,Reproducible
apache-incubator-shardingsphere-258496857,2017-01-28,Reproducible
dromara-hertzbeat-12301236870,2023-01-27,Reproducible
openpnp-openpnp-125418519,2016-01-24,Reproducible
dromara-hertzbeat-11779488839,2023-01-14,Reproducible
sofastack-sofa-ark-19126947510,2023-01-30,Reproducible
apache-jackrabbit-oak-293744004,2017-01-29,Reproducible
